"Date","Price","Open","High","Low","Vol.","Change %"
"08/23/2016","1,338.10","1,339.34","1,345.45","1,335.65","","-0.07%"
"08/22/2016","1,339.02","1,340.83","1,341.65","1,332.10","","-0.21%"
"08/19/2016","1,341.78","1,352.91","1,353.44","1,337.93","","-0.78%"
"08/18/2016","1,352.34","1,349.05","1,356.60","1,345.84","","0.27%"
"08/17/2016","1,348.66","1,345.70","1,352.07","1,337.70","","0.19%"
"08/16/2016","1,346.08","1,339.69","1,358.38","1,339.47","","0.50%"
"08/15/2016","1,339.36","1,338.08","1,344.21","1,335.95","","0.24%"
"08/12/2016","1,336.19","1,338.70","1,356.28","1,333.98","","-0.20%"
"08/11/2016","1,338.87","1,347.26","1,353.78","1,335.93","","-0.58%"
"08/10/2016","1,346.67","1,340.95","1,357.57","1,340.30","","0.44%"
"08/09/2016","1,340.75","1,334.85","1,343.24","1,330.47","","0.40%"
"08/08/2016","1,335.38","1,335.18","1,338.53","1,329.84","","-0.03%"
"08/05/2016","1,335.80","1,360.72","1,365.51","1,334.87","","-1.87%"
"08/04/2016","1,361.20","1,358.41","1,365.45","1,348.90","","0.24%"
"08/03/2016","1,357.90","1,363.65","1,366.85","1,354.16","","-0.42%"
"08/02/2016","1,363.68","1,353.47","1,367.81","1,347.06","","0.77%"
"08/01/2016","1,353.21","1,349.88","1,355.22","1,346.24","","0.17%"
"07/29/2016","1,350.91","1,335.75","1,355.42","1,330.00","","1.13%"
"07/28/2016","1,335.79","1,339.38","1,345.53","1,332.23","","-0.30%"
"07/27/2016","1,339.86","1,320.04","1,342.62","1,315.74","","1.48%"
"07/26/2016","1,320.32","1,315.59","1,325.08","1,313.83","","0.36%"
"07/25/2016","1,315.56","1,322.59","1,324.12","1,312.43","","-0.52%"
"07/22/2016","1,322.38","1,330.94","1,334.22","1,319.58","","-0.65%"
"07/21/2016","1,331.09","1,316.31","1,334.38","1,310.95","","1.15%"
"07/20/2016","1,315.95","1,331.81","1,336.34","1,312.49","","-1.21%"
"07/19/2016","1,332.13","1,328.51","1,335.29","1,325.61","","0.25%"
"07/18/2016","1,328.79","1,332.81","1,335.70","1,323.84","","-0.68%"
"07/15/2016","1,337.85","1,336.31","1,338.90","1,322.55","","0.21%"
"07/14/2016","1,335.10","1,344.01","1,347.10","1,320.22","","-0.58%"
"07/13/2016","1,342.85","1,332.40","1,345.60","1,327.70","","0.84%"
"07/12/2016","1,331.65","1,355.16","1,358.20","1,330.15","","-1.74%"
"07/11/2016","1,355.25","1,368.71","1,375.11","1,351.20","","-0.85%"
"07/08/2016","1,366.80","1,359.21","1,369.09","1,336.08","","0.46%"
"07/07/2016","1,360.60","1,363.56","1,370.26","1,350.80","","-0.24%"
"07/06/2016","1,363.89","1,356.74","1,375.30","1,356.23","","0.57%"
"07/05/2016","1,356.14","1,351.15","1,357.71","1,338.43","","0.40%"
"07/04/2016","1,350.78","1,342.58","1,357.97","1,338.34","","0.63%"
"07/01/2016","1,342.30","1,323.38","1,344.60","1,320.88","","1.52%"
"06/30/2016","1,322.18","1,317.71","1,324.11","1,312.95","","0.25%"
"06/29/2016","1,318.89","1,312.39","1,328.23","1,311.29","","0.49%"
"06/28/2016","1,312.51","1,324.45","1,326.39","1,305.62","","-0.93%"
"06/27/2016","1,324.80","1,326.26","1,335.70","1,317.85","","0.67%"
"06/24/2016","1,315.98","1,253.86","1,358.70","1,251.66","","4.80%"
"06/23/2016","1,255.65","1,264.31","1,271.65","1,255.46","","-0.84%"
"06/22/2016","1,266.31","1,268.45","1,271.00","1,261.41","","-0.17%"
"06/21/2016","1,268.44","1,288.68","1,294.38","1,264.48","","-1.68%"
"06/20/2016","1,290.15","1,285.80","1,292.36","1,277.74","","-0.65%"
"06/17/2016","1,298.60","1,279.35","1,299.88","1,277.19","","1.52%"
"06/16/2016","1,279.14","1,293.51","1,316.11","1,278.77","","-0.96%"
"06/15/2016","1,291.49","1,285.14","1,297.09","1,278.43","","0.44%"
"06/14/2016","1,285.85","1,283.39","1,290.18","1,276.38","","0.14%"
"06/13/2016","1,284.05","1,274.05","1,287.40","1,272.70","","0.77%"
"06/10/2016","1,274.20","1,269.41","1,278.10","1,264.47","","0.40%"
"06/09/2016","1,269.15","1,262.55","1,272.06","1,257.56","","0.56%"
"06/08/2016","1,262.14","1,244.64","1,264.19","1,243.09","","1.47%"
"06/07/2016","1,243.85","1,245.56","1,246.66","1,234.90","","-0.11%"
"06/06/2016","1,245.24","1,242.79","1,248.79","1,239.93","","0.06%"
"06/03/2016","1,244.49","1,211.16","1,244.91","1,207.01","","2.77%"
"06/02/2016","1,210.95","1,213.62","1,218.05","1,209.99","","-0.20%"
"06/01/2016","1,213.35","1,216.40","1,221.25","1,206.50","","-0.16%"
"05/31/2016","1,215.24","1,206.45","1,218.86","1,206.20","","0.80%"
"05/30/2016","1,205.58","1,213.38","1,213.83","1,199.97","","-0.56%"
"05/27/2016","1,212.40","1,219.86","1,223.70","1,206.70","","-0.64%"
"05/26/2016","1,220.15","1,223.40","1,234.01","1,218.55","","-0.33%"
"05/25/2016","1,224.18","1,227.00","1,230.21","1,217.65","","-0.23%"
"05/24/2016","1,227.00","1,249.21","1,251.26","1,226.53","","-1.78%"
"05/23/2016","1,249.24","1,251.41","1,256.36","1,243.39","","-0.24%"
"05/20/2016","1,252.30","1,255.24","1,259.98","1,248.70","","-0.22%"
"05/19/2016","1,255.10","1,258.60","1,261.92","1,245.00","","-0.25%"
"05/18/2016","1,258.30","1,279.71","1,281.51","1,255.05","","-1.70%"
"05/17/2016","1,280.00","1,274.06","1,282.50","1,269.50","","0.48%"
"05/16/2016","1,273.86","1,272.51","1,288.60","1,271.33","","0.02%"
"05/13/2016","1,273.60","1,263.61","1,276.60","1,263.51","","0.80%"
"05/12/2016","1,263.49","1,277.80","1,280.99","1,263.49","","-1.11%"
"05/11/2016","1,277.69","1,265.73","1,279.18","1,264.79","","0.89%"
"05/10/2016","1,266.40","1,264.11","1,269.50","1,257.65","","0.20%"
"05/09/2016","1,263.85","1,284.93","1,287.98","1,261.09","","-1.93%"
"05/06/2016","1,288.70","1,278.50","1,296.10","1,274.40","","0.83%"
"05/05/2016","1,278.05","1,279.85","1,286.38","1,269.24","","-0.11%"
"05/04/2016","1,279.49","1,285.99","1,289.68","1,271.64","","-0.51%"
"05/03/2016","1,286.00","1,291.76","1,302.40","1,282.46","","-0.43%"
"05/02/2016","1,291.60","1,293.69","1,303.98","1,287.48","","-0.17%"
"04/29/2016","1,293.74","1,266.27","1,296.49","1,265.14","","2.15%"
"04/28/2016","1,266.48","1,245.66","1,270.10","1,238.05","","1.64%"
"04/27/2016","1,246.10","1,242.60","1,251.30","1,240.66","","0.21%"
"04/26/2016","1,243.44","1,238.57","1,245.15","1,231.95","","0.45%"
"04/25/2016","1,237.90","1,232.10","1,242.30","1,230.10","","0.45%"
"04/22/2016","1,232.30","1,247.44","1,252.98","1,227.35","","-1.33%"
"04/21/2016","1,248.85","1,243.49","1,270.48","1,242.88","","0.39%"
"04/20/2016","1,244.05","1,251.00","1,258.75","1,242.60","","-0.52%"
"04/19/2016","1,250.50","1,232.46","1,257.20","1,227.70","","1.54%"
"04/18/2016","1,231.55","1,234.10","1,242.00","1,230.16","","-0.20%"
"04/15/2016","1,234.05","1,227.55","1,236.29","1,225.29","","0.54%"
"04/14/2016","1,227.39","1,242.05","1,244.38","1,223.79","","-1.27%"
"04/13/2016","1,243.14","1,255.88","1,257.18","1,240.24","","-1.02%"
"04/12/2016","1,255.94","1,259.05","1,262.98","1,251.29","","-0.16%"
"04/11/2016","1,257.95","1,239.79","1,259.10","1,239.79","","1.42%"
"04/08/2016","1,240.39","1,240.18","1,243.18","1,229.62","","-0.02%"
"04/07/2016","1,240.69","1,223.16","1,243.90","1,222.70","","1.50%"
"04/06/2016","1,222.35","1,231.86","1,232.41","1,217.20","","-0.71%"
"04/05/2016","1,231.14","1,215.31","1,237.05","1,214.90","","1.30%"
"04/04/2016","1,215.40","1,220.35","1,223.35","1,214.70","","-0.58%"
"04/01/2016","1,222.49","1,232.68","1,235.36","1,208.84","","-0.83%"
"03/31/2016","1,232.70","1,226.06","1,240.05","1,224.81","","0.64%"
"03/30/2016","1,224.85","1,241.30","1,243.30","1,223.33","","-1.42%"
"03/29/2016","1,242.55","1,221.40","1,243.65","1,215.65","","1.76%"
"03/28/2016","1,221.05","1,214.51","1,222.96","1,208.55","","0.38%"
"03/25/2016","1,216.47","1,216.47","1,216.47","1,216.47","","-0.04%"
"03/24/2016","1,216.99","1,221.20","1,224.40","1,213.01","","-0.26%"
"03/23/2016","1,220.17","1,248.18","1,249.47","1,215.47","","-2.26%"
"03/22/2016","1,248.38","1,244.22","1,259.97","1,242.47","","0.37%"
"03/21/2016","1,243.74","1,254.70","1,256.12","1,240.76","","-0.92%"
"03/18/2016","1,255.30","1,258.16","1,267.22","1,248.30","","-0.21%"
"03/17/2016","1,257.90","1,261.70","1,271.65","1,254.65","","-0.41%"
"03/16/2016","1,263.08","1,232.84","1,264.38","1,227.24","","2.49%"
"03/15/2016","1,232.38","1,234.68","1,237.58","1,226.08","","-0.23%"
"03/14/2016","1,235.28","1,250.98","1,261.09","1,229.28","","-1.05%"
"03/11/2016","1,248.44","1,271.44","1,282.89","1,248.44","","-1.81%"
"03/10/2016","1,271.44","1,252.89","1,273.79","1,237.44","","1.48%"
"03/09/2016","1,252.94","1,261.30","1,264.99","1,243.87","","-0.65%"
"03/08/2016","1,261.10","1,267.49","1,278.19","1,260.04","","-0.50%"
"03/07/2016","1,267.39","1,259.48","1,273.29","1,256.68","","0.63%"
"03/04/2016","1,259.44","1,263.89","1,279.98","1,250.29","","-0.34%"
"03/03/2016","1,263.69","1,240.30","1,267.44","1,237.34","","1.89%"
"03/02/2016","1,240.30","1,232.35","1,244.29","1,224.48","","0.65%"
"03/01/2016","1,232.26","1,238.19","1,249.00","1,227.44","","-0.47%"
"02/29/2016","1,238.14","1,222.73","1,241.29","1,217.98","","1.27%"
"02/26/2016","1,222.60","1,234.44","1,240.05","1,211.59","","-0.98%"
"02/25/2016","1,234.64","1,229.44","1,243.09","1,221.18","","0.43%"
"02/24/2016","1,229.35","1,227.39","1,253.30","1,221.93","","0.15%"
"02/23/2016","1,227.46","1,208.76","1,227.56","1,207.20","","1.55%"
"02/22/2016","1,208.74","1,226.14","1,226.35","1,202.02","","-1.58%"
"02/19/2016","1,228.19","1,233.12","1,234.79","1,219.79","","-0.34%"
"02/18/2016","1,232.35","1,209.16","1,239.90","1,200.75","","1.92%"
"02/17/2016","1,209.14","1,200.19","1,213.88","1,195.79","","0.73%"
"02/16/2016","1,200.35","1,209.32","1,217.18","1,190.79","","-0.79%"
"02/15/2016","1,209.95","1,232.81","1,234.82","1,202.30","","-2.27%"
"02/12/2016","1,238.05","1,246.94","1,249.05","1,232.23","","-0.71%"
"02/11/2016","1,246.89","1,197.44","1,260.98","1,196.21","","4.13%"
"02/10/2016","1,197.49","1,188.95","1,197.74","1,181.29","","0.73%"
"02/09/2016","1,188.85","1,191.14","1,199.29","1,185.48","","-0.19%"
"02/08/2016","1,191.14","1,170.89","1,200.98","1,164.09","","1.49%"
"02/05/2016","1,173.69","1,155.74","1,174.90","1,145.36","","1.55%"
"02/04/2016","1,155.74","1,142.95","1,157.59","1,139.43","","1.12%"
"02/03/2016","1,142.93","1,129.16","1,146.00","1,124.35","","1.22%"
"02/02/2016","1,129.12","1,128.82","1,130.70","1,122.44","","0.02%"
"02/01/2016","1,128.85","1,117.88","1,130.09","1,116.24","","0.97%"
"01/29/2016","1,118.04","1,115.16","1,118.50","1,108.90","","0.26%"
"01/28/2016","1,115.14","1,125.57","1,126.01","1,111.96","","-0.93%"
"01/27/2016","1,125.59","1,120.36","1,128.20","1,114.90","","0.45%"
"01/26/2016","1,120.57","1,108.02","1,123.30","1,107.17","","1.13%"
"01/25/2016","1,108.05","1,097.85","1,109.05","1,097.35","","0.89%"
"01/22/2016","1,098.30","1,101.60","1,102.98","1,093.98","","-0.30%"
"01/21/2016","1,101.60","1,101.04","1,104.98","1,092.54","","0.05%"
"01/20/2016","1,101.02","1,087.10","1,109.60","1,086.73","","1.28%"
"01/19/2016","1,087.12","1,088.84","1,094.70","1,082.95","","-0.16%"
"01/18/2016","1,088.90","1,089.51","1,093.26","1,087.25","","-0.02%"
"01/15/2016","1,089.10","1,077.94","1,097.59","1,076.18","","1.03%"
"01/14/2016","1,078.00","1,093.52","1,095.36","1,071.40","","-1.42%"
"01/13/2016","1,093.49","1,087.29","1,095.68","1,079.64","","0.59%"
"01/12/2016","1,087.05","1,094.30","1,099.54","1,083.61","","-0.66%"
"01/11/2016","1,094.26","1,104.19","1,108.51","1,093.91","","-0.90%"
"01/08/2016","1,104.24","1,109.45","1,112.40","1,093.93","","-0.45%"
"01/07/2016","1,109.25","1,094.45","1,110.20","1,091.09","","1.35%"
"01/06/2016","1,094.45","1,077.55","1,095.45","1,074.70","","1.56%"
"01/05/2016","1,077.66","1,074.66","1,082.30","1,072.70","","0.28%"
"01/04/2016","1,074.70","1,065.36","1,083.70","1,061.90","","1.32%"
"01/01/2016","1,060.74","1,061.21","1,061.41","1,060.74","","-0.05%"
"12/31/2015","1,061.30","1,061.38","1,063.68","1,058.38","","-0.01%"
"12/30/2015","1,061.45","1,069.38","1,072.85","1,059.55","","-0.71%"
"12/29/2015","1,068.99","1,069.20","1,075.79","1,067.29","","-0.01%"
"12/28/2015","1,069.05","1,076.00","1,077.15","1,066.30","","-0.63%"
"12/25/2015","1,075.88","1,075.88","1,075.88","1,075.88","","0.00%"
"12/24/2015","1,075.88","1,070.90","1,077.85","1,070.05","","0.52%"
"12/23/2015","1,070.35","1,072.21","1,075.75","1,068.25","","-0.19%"
"12/22/2015","1,072.36","1,078.41","1,081.00","1,071.85","","-0.56%"
"12/21/2015","1,078.44","1,065.94","1,081.88","1,063.88","","1.15%"
"12/18/2015","1,066.19","1,051.72","1,070.79","1,051.05","","1.37%"
"12/17/2015","1,051.74","1,072.85","1,073.09","1,047.64","","-1.98%"
"12/16/2015","1,072.94","1,060.73","1,078.59","1,060.64","","1.15%"
"12/15/2015","1,060.74","1,062.89","1,068.89","1,059.59","","-0.20%"
"12/14/2015","1,062.90","1,073.69","1,077.70","1,062.77","","-1.12%"
"12/11/2015","1,074.89","1,071.60","1,079.98","1,062.38","","0.31%"
"12/10/2015","1,071.54","1,073.21","1,076.46","1,069.70","","-0.16%"
"12/09/2015","1,073.21","1,074.74","1,085.60","1,069.59","","-0.14%"
"12/08/2015","1,074.69","1,070.49","1,078.85","1,067.63","","0.40%"
"12/07/2015","1,070.39","1,086.01","1,087.00","1,070.06","","-1.53%"
"12/04/2015","1,086.99","1,062.39","1,089.09","1,058.14","","2.30%"
"12/03/2015","1,062.57","1,053.71","1,065.80","1,046.25","","0.84%"
"12/02/2015","1,053.69","1,069.49","1,071.55","1,050.63","","-1.48%"
"12/01/2015","1,069.49","1,064.55","1,074.72","1,063.38","","0.48%"
"11/30/2015","1,064.42","1,057.80","1,068.90","1,053.10","","0.53%"
"11/27/2015","1,058.81","1,071.59","1,073.90","1,052.86","","-1.25%"
"11/26/2015","1,072.25","1,071.91","1,075.46","1,070.35","","0.08%"
"11/25/2015","1,071.39","1,075.55","1,080.85","1,067.75","","-0.38%"
"11/24/2015","1,075.49","1,069.24","1,080.89","1,068.99","","0.58%"
"11/23/2015","1,069.34","1,077.01","1,077.01","1,067.00","","-0.81%"
"11/20/2015","1,078.10","1,082.30","1,087.80","1,075.68","","-0.40%"
"11/19/2015","1,082.40","1,071.15","1,086.50","1,069.75","","1.05%"
"11/18/2015","1,071.14","1,070.30","1,073.18","1,065.34","","0.07%"
"11/17/2015","1,070.37","1,082.86","1,084.82","1,065.59","","-1.15%"
"11/16/2015","1,082.85","1,088.14","1,098.29","1,081.32","","-0.07%"
"11/13/2015","1,083.64","1,085.05","1,088.29","1,080.04","","-0.13%"
"11/12/2015","1,085.05","1,086.26","1,089.60","1,074.66","","-0.10%"
"11/11/2015","1,086.14","1,089.85","1,093.69","1,084.04","","-0.35%"
"11/10/2015","1,089.91","1,092.01","1,094.90","1,085.45","","-0.20%"
"11/09/2015","1,092.10","1,089.94","1,095.88","1,088.34","","0.32%"
"11/06/2015","1,088.64","1,103.89","1,110.68","1,085.29","","-1.39%"
"11/05/2015","1,103.95","1,107.56","1,111.61","1,102.75","","-0.32%"
"11/04/2015","1,107.44","1,117.63","1,122.85","1,106.38","","-0.91%"
"11/03/2015","1,117.60","1,133.60","1,138.30","1,114.48","","-1.42%"
"11/02/2015","1,133.75","1,141.49","1,143.01","1,132.75","","-0.76%"
"10/30/2015","1,142.38","1,148.04","1,150.47","1,139.48","","-0.31%"
"10/29/2015","1,145.91","1,156.09","1,162.76","1,144.60","","-0.88%"
"10/28/2015","1,156.10","1,166.75","1,182.90","1,152.40","","-0.93%"
"10/27/2015","1,166.95","1,162.96","1,168.90","1,160.91","","0.32%"
"10/26/2015","1,163.20","1,164.45","1,169.60","1,162.30","","-0.09%"
"10/23/2015","1,164.26","1,165.61","1,179.80","1,159.16","","-0.15%"
"10/22/2015","1,166.05","1,167.06","1,172.20","1,162.90","","-0.09%"
"10/21/2015","1,167.10","1,175.81","1,179.60","1,163.90","","-0.77%"
"10/20/2015","1,176.11","1,171.00","1,180.70","1,167.15","","0.48%"
"10/19/2015","1,170.45","1,176.00","1,177.90","1,168.25","","-0.57%"
"10/16/2015","1,177.20","1,182.21","1,184.50","1,174.25","","-0.50%"
"10/15/2015","1,183.11","1,184.10","1,191.04","1,176.37","","-0.18%"
"10/14/2015","1,185.19","1,168.59","1,190.38","1,164.05","","1.40%"
"10/13/2015","1,168.80","1,163.55","1,169.00","1,151.56","","0.41%"
"10/12/2015","1,164.00","1,155.71","1,169.40","1,154.90","","0.56%"
"10/09/2015","1,157.53","1,139.10","1,160.20","1,138.80","","1.63%"
"10/08/2015","1,138.96","1,145.49","1,151.60","1,136.90","","-0.56%"
"10/07/2015","1,145.40","1,146.96","1,153.70","1,141.96","","-0.15%"
"10/06/2015","1,147.11","1,135.65","1,151.61","1,135.11","","1.00%"
"10/05/2015","1,135.75","1,137.71","1,141.95","1,129.73","","-0.21%"
"10/02/2015","1,138.14","1,114.08","1,141.90","1,104.52","","2.21%"
"10/01/2015","1,113.55","1,115.14","1,119.29","1,111.13","","-0.13%"
"09/30/2015","1,115.00","1,127.46","1,128.20","1,112.00","","-1.11%"
"09/29/2015","1,127.46","1,132.25","1,134.90","1,124.35","","-0.41%"
"09/28/2015","1,132.05","1,145.80","1,148.30","1,128.10","","-1.24%"
"09/25/2015","1,146.24","1,150.97","1,151.18","1,140.84","","-0.67%"
"09/24/2015","1,154.01","1,130.61","1,156.70","1,130.45","","2.09%"
"09/23/2015","1,130.40","1,124.10","1,134.40","1,121.75","","0.50%"
"09/22/2015","1,124.80","1,133.16","1,136.60","1,121.18","","-0.75%"
"09/21/2015","1,133.30","1,139.40","1,140.10","1,130.00","","-0.54%"
"09/18/2015","1,139.40","1,130.85","1,141.90","1,127.30","","0.71%"
"09/17/2015","1,131.40","1,118.89","1,133.40","1,115.40","","1.06%"
"09/16/2015","1,119.55","1,105.50","1,124.70","1,103.95","","1.28%"
"09/15/2015","1,105.40","1,108.19","1,109.80","1,102.91","","-0.31%"
"09/14/2015","1,108.80","1,107.80","1,110.70","1,103.40","","0.08%"
"09/11/2015","1,107.90","1,111.56","1,113.40","1,098.75","","-0.33%"
"09/10/2015","1,111.55","1,106.81","1,115.30","1,104.00","","0.49%"
"09/09/2015","1,106.10","1,121.96","1,125.80","1,101.51","","-1.40%"
"09/08/2015","1,121.80","1,119.30","1,126.80","1,118.45","","0.21%"
"09/07/2015","1,119.47","1,123.22","1,124.88","1,116.58","","-0.31%"
"09/04/2015","1,123.00","1,125.25","1,130.20","1,117.15","","-0.20%"
"09/03/2015","1,125.25","1,134.01","1,134.50","1,121.75","","-0.78%"
"09/02/2015","1,134.05","1,139.49","1,143.00","1,132.31","","-0.53%"
"09/01/2015","1,140.11","1,135.01","1,147.57","1,134.51","","0.49%"
"08/31/2015","1,134.50","1,133.25","1,136.80","1,125.96","","0.05%"
"08/28/2015","1,133.96","1,125.80","1,141.20","1,123.70","","0.73%"
"08/27/2015","1,125.71","1,125.65","1,129.80","1,118.15","","0.01%"
"08/26/2015","1,125.55","1,141.15","1,147.00","1,117.75","","-1.32%"
"08/25/2015","1,140.65","1,155.45","1,157.20","1,134.90","","-1.25%"
"08/24/2015","1,155.05","1,162.35","1,167.90","1,146.75","","-0.52%"
"08/21/2015","1,161.05","1,153.91","1,168.80","1,148.85","","0.68%"
"08/20/2015","1,153.16","1,133.95","1,154.50","1,132.81","","1.65%"
"08/19/2015","1,134.46","1,118.01","1,134.66","1,116.35","","1.47%"
"08/18/2015","1,118.01","1,117.91","1,121.60","1,109.55","","0.03%"
"08/17/2015","1,117.66","1,114.35","1,123.05","1,113.70","","0.32%"
"08/14/2015","1,114.11","1,115.16","1,121.40","1,111.81","","-0.08%"
"08/13/2015","1,115.05","1,125.46","1,126.71","1,113.42","","-0.91%"
"08/12/2015","1,125.30","1,108.91","1,125.80","1,101.75","","1.47%"
"08/11/2015","1,109.01","1,104.41","1,119.40","1,093.65","","0.41%"
"08/10/2015","1,104.51","1,094.39","1,109.20","1,089.80","","0.94%"
"08/07/2015","1,094.20","1,089.40","1,099.90","1,083.16","","0.44%"
"08/06/2015","1,089.41","1,084.90","1,094.30","1,083.60","","0.40%"
"08/05/2015","1,085.05","1,087.59","1,092.16","1,082.85","","-0.22%"
"08/04/2015","1,087.45","1,086.18","1,095.05","1,081.05","","0.09%"
"08/03/2015","1,086.50","1,095.61","1,098.15","1,085.92","","-0.84%"
"07/31/2015","1,095.65","1,088.66","1,103.38","1,079.75","","0.61%"
"07/30/2015","1,088.99","1,097.76","1,099.82","1,083.36","","-0.70%"
"07/29/2015","1,096.69","1,095.48","1,101.85","1,090.21","","0.12%"
"07/28/2015","1,095.35","1,094.31","1,099.00","1,091.40","","0.08%"
"07/27/2015","1,094.42","1,099.55","1,105.30","1,089.19","","-0.43%"
"07/24/2015","1,099.10","1,090.85","1,102.35","1,077.75","","0.76%"
"07/23/2015","1,090.80","1,094.50","1,106.00","1,087.01","","-0.24%"
"07/22/2015","1,093.45","1,101.06","1,103.56","1,087.39","","-0.72%"
"07/21/2015","1,101.41","1,098.55","1,109.87","1,097.05","","0.41%"
"07/20/2015","1,096.95","1,133.35","1,133.35","1,088.45","","-3.28%"
"07/17/2015","1,134.10","1,145.61","1,146.10","1,131.20","","-0.96%"
"07/16/2015","1,145.15","1,148.86","1,149.90","1,142.60","","-0.39%"
"07/15/2015","1,149.65","1,155.90","1,156.96","1,143.83","","-0.51%"
"07/14/2015","1,155.53","1,158.06","1,159.96","1,153.04","","-0.21%"
"07/13/2015","1,158.00","1,163.30","1,164.60","1,151.18","","-0.51%"
"07/10/2015","1,163.96","1,159.75","1,165.50","1,157.90","","0.37%"
"07/09/2015","1,159.65","1,158.62","1,167.46","1,156.20","","0.12%"
"07/08/2015","1,158.28","1,155.18","1,165.03","1,147.18","","0.24%"
"07/07/2015","1,155.55","1,170.50","1,170.65","1,148.45","","-1.25%"
"07/06/2015","1,170.15","1,173.30","1,175.20","1,163.30","","0.19%"
"07/03/2015","1,167.94","1,166.29","1,170.50","1,164.96","","0.15%"
"07/02/2015","1,166.15","1,168.80","1,169.11","1,157.25","","-0.23%"
"07/01/2015","1,168.80","1,172.70","1,175.30","1,167.43","","-0.32%"
"06/30/2015","1,172.60","1,180.06","1,180.80","1,166.75","","-0.66%"
"06/29/2015","1,180.36","1,184.96","1,187.32","1,173.99","","0.45%"
"06/26/2015","1,175.07","1,173.35","1,179.09","1,168.74","","0.15%"
"06/25/2015","1,173.33","1,175.29","1,178.70","1,171.52","","-0.16%"
"06/24/2015","1,175.20","1,178.25","1,180.30","1,171.43","","-0.27%"
"06/23/2015","1,178.44","1,185.86","1,188.70","1,176.32","","-0.59%"
"06/22/2015","1,185.45","1,200.61","1,201.50","1,182.65","","-1.25%"
"06/19/2015","1,200.51","1,202.36","1,204.75","1,198.70","","-0.08%"
"06/18/2015","1,201.42","1,185.26","1,206.00","1,183.81","","1.35%"
"06/17/2015","1,185.45","1,181.90","1,189.40","1,174.48","","0.30%"
"06/16/2015","1,181.86","1,186.06","1,188.11","1,176.13","","-0.38%"
"06/15/2015","1,186.40","1,181.50","1,190.80","1,173.02","","0.47%"
"06/12/2015","1,180.80","1,182.01","1,184.70","1,176.93","","-0.13%"
"06/11/2015","1,182.30","1,186.61","1,188.21","1,176.16","","-0.35%"
"06/10/2015","1,186.48","1,176.75","1,192.60","1,175.35","","0.83%"
"06/09/2015","1,176.70","1,174.36","1,183.40","1,172.75","","0.23%"
"06/08/2015","1,173.95","1,169.45","1,178.10","1,169.20","","0.17%"
"06/05/2015","1,172.00","1,177.24","1,179.35","1,163.10","","-0.36%"
"06/04/2015","1,176.26","1,185.51","1,186.41","1,172.76","","-0.78%"
"06/03/2015","1,185.50","1,193.86","1,195.81","1,180.18","","-0.66%"
"06/02/2015","1,193.38","1,188.95","1,196.12","1,185.48","","0.36%"
"06/01/2015","1,189.15","1,191.00","1,204.81","1,184.60","","-0.11%"
"05/29/2015","1,190.50","1,188.65","1,193.81","1,187.08","","0.17%"
"05/28/2015","1,188.45","1,188.21","1,192.75","1,181.30","","0.03%"
"05/27/2015","1,188.15","1,187.44","1,191.55","1,184.51","","0.07%"
"05/26/2015","1,187.30","1,207.30","1,208.00","1,186.10","","-1.65%"
"05/25/2015","1,207.17","1,205.12","1,208.97","1,202.92","","0.07%"
"05/22/2015","1,206.38","1,206.75","1,215.20","1,201.70","","-0.01%"
"05/21/2015","1,206.45","1,210.11","1,212.95","1,201.91","","-0.23%"
"05/20/2015","1,209.28","1,208.01","1,213.47","1,203.02","","0.15%"
"05/19/2015","1,207.51","1,225.27","1,225.57","1,205.56","","-1.49%"
"05/18/2015","1,225.74","1,223.30","1,232.70","1,221.50","","0.15%"
"05/15/2015","1,223.85","1,221.76","1,226.75","1,211.55","","0.19%"
"05/14/2015","1,221.52","1,215.71","1,227.44","1,212.05","","0.48%"
"05/13/2015","1,215.73","1,193.45","1,219.30","1,191.30","","1.86%"
"05/12/2015","1,193.50","1,183.80","1,197.00","1,181.05","","0.79%"
"05/11/2015","1,184.20","1,188.95","1,192.10","1,179.50","","-0.33%"
"05/08/2015","1,188.15","1,184.66","1,193.61","1,182.13","","0.28%"
"05/07/2015","1,184.80","1,191.80","1,193.30","1,179.16","","-0.59%"
"05/06/2015","1,191.80","1,193.19","1,197.90","1,188.30","","-0.13%"
"05/05/2015","1,193.33","1,188.56","1,200.10","1,185.90","","0.43%"
"05/04/2015","1,188.25","1,178.95","1,193.45","1,177.88","","0.83%"
"05/01/2015","1,178.50","1,184.56","1,185.26","1,170.60","","-0.50%"
"04/30/2015","1,184.37","1,205.18","1,207.52","1,177.32","","-1.70%"
"04/29/2015","1,204.80","1,212.10","1,213.70","1,201.63","","-0.60%"
"04/28/2015","1,212.10","1,202.75","1,215.50","1,199.30","","0.84%"
"04/27/2015","1,202.00","1,179.76","1,207.46","1,178.75","","1.92%"
"04/24/2015","1,179.38","1,194.16","1,196.51","1,175.24","","-1.22%"
"04/23/2015","1,194.00","1,187.56","1,198.40","1,184.05","","0.56%"
"04/22/2015","1,187.30","1,202.75","1,205.20","1,185.73","","-1.28%"
"04/21/2015","1,202.68","1,196.81","1,204.40","1,193.30","","0.52%"
"04/20/2015","1,196.50","1,204.90","1,209.40","1,191.54","","-0.68%"
"04/17/2015","1,204.65","1,198.60","1,208.10","1,197.28","","0.58%"
